queuedTaskID,sb_id,processName,failedStep,errorCode,dateCreated,retryCount,dateLastRetry,recordProcessed,dateProcessed,description
347,191789,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
348,192055,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
349,192736,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
350,192797,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
351,192816,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
352,193119,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
353,193155,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
354,193255,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
355,193765,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
356,194229,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
357,194525,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
358,194703,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
359,194860,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
360,195411,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
361,195420,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
362,195682,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
363,195880,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
364,195900,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
365,195941,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
366,196180,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
367,196463,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
368,196496,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
369,197129,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
370,197172,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
371,197652,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
372,197683,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
373,198190,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
374,198387,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
375,198529,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
376,198685,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
377,198997,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
378,199660,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
379,199671,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
380,199813,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
381,200518,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
382,200857,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
383,201093,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
384,201145,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
385,201280,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
386,201531,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
387,201916,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
388,201920,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
389,202309,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
390,202344,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
391,202396,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
392,202876,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
393,202887,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
394,203111,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
395,203161,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
396,203476,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
397,203623,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
398,203729,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
399,203788,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
400,204156,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
401,204228,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
402,204459,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
403,204673,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
404,204745,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
405,205020,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
406,205090,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
407,205261,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
408,205815,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
409,206102,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
410,206256,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
411,206375,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
412,206479,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
413,206749,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
414,206833,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
415,206843,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
416,206850,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
417,206896,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
418,206918,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
419,206951,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
420,207219,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
421,207351,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
422,207622,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
423,207769,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
424,208209,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
425,208291,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
426,208323,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
427,208337,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
428,208383,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
429,208732,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
430,208890,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
431,209249,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
432,209404,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
433,209511,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
434,209558,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
435,209821,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
436,210356,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
437,210386,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
438,210542,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
439,210834,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
440,211177,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
441,211536,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
442,211545,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
443,211746,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
444,211761,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
445,211918,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
446,212095,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
447,212272,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
448,212276,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
449,212282,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
450,212445,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
451,212672,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
452,212749,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
453,212939,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
454,213010,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
455,213053,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
456,213316,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
457,213368,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
458,213377,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
459,213464,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
460,213536,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
461,213922,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
462,214084,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
463,214210,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
464,214371,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
465,214548,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
466,214597,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
467,214985,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
468,215094,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
469,215181,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
470,215286,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
471,215522,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
472,215556,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
473,215745,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
474,215835,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
475,215929,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
476,216153,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
477,216261,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
478,216269,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
479,216463,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
480,216580,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
481,216616,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
482,216682,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
483,216783,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
484,216805,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
485,216874,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
486,217057,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
487,217069,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
488,217206,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
489,217207,CLEAN-UP,,,32:52.6,0,NULL,no,NULL,NULL
490,217408,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
491,217456,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
492,217464,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
493,217779,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
494,218061,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
495,218097,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
496,218302,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
497,218424,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
498,218501,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
499,218821,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
500,218829,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
501,218900,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
502,219035,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
503,219147,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
504,219171,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
505,219201,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
506,219494,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
507,219609,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
508,219627,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
509,219791,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
510,219797,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
511,220039,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
512,220050,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
513,220119,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
514,220145,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
515,220243,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
516,220407,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
517,220408,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
518,220434,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
519,220548,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
520,220682,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
521,220687,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
522,220700,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
523,220707,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
524,220757,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
525,220837,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
526,221126,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
527,221164,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
528,221236,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
529,221243,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
530,221278,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
531,221339,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
532,221399,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
533,221566,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
534,221592,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
535,221729,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
536,221731,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
537,221858,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
538,221881,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
539,221909,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
540,221941,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
541,221980,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
542,222056,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
543,222341,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
544,222408,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
545,222495,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
546,222591,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
547,222746,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
548,222765,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
549,222864,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
550,222934,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
551,222946,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
552,223075,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
553,223099,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
554,223141,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
555,223234,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
556,223302,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
557,223424,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
558,223426,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
559,223538,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
560,223557,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
561,223686,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
562,223789,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
563,223804,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
564,223851,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
565,223865,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
566,223978,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
567,224062,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
568,224095,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
569,224128,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
570,224229,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
571,224236,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
572,224280,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
573,224312,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
574,224564,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
575,224606,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
576,224620,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
577,224673,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
578,224732,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
579,224745,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
580,224781,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
581,224827,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
582,224886,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
583,224890,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
584,225054,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
585,225085,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
586,225208,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
587,225291,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
588,225316,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
589,225355,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
590,225431,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
591,225628,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
592,225662,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
593,225724,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
594,225914,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
595,226001,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
596,226074,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
597,226123,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
598,226183,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
599,226275,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
600,226278,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
601,226297,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
602,226318,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
603,226339,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
604,226385,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
605,226453,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
606,226483,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
607,226538,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
608,226673,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
609,226923,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
610,227068,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
611,227102,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
612,227132,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
613,227158,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
614,227366,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
615,227376,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
616,227392,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
617,227455,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
618,227471,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
619,227545,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
620,227596,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
621,227653,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
622,227823,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
623,227939,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
624,228023,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
625,228085,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
626,228124,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
627,228132,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
628,228274,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
629,228326,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
630,228366,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
631,228392,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
632,228406,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
633,228433,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
634,228650,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
635,228748,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
636,228888,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
637,229055,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
638,229161,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
639,229178,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
640,229214,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
641,229252,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
642,229357,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
643,229550,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
644,229573,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
645,229710,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
646,229717,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
647,229719,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
648,229720,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
649,229761,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
650,229922,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
651,229965,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
652,229971,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
653,230010,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
654,230044,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
655,230099,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
656,230101,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
657,230133,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
658,230135,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
659,230137,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
660,230139,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
661,230596,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
662,230628,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
663,230650,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
664,230793,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
665,230874,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
666,230930,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
667,230947,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
668,230986,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
669,231126,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
670,231261,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
671,231279,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
672,231294,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
673,231306,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
674,231327,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
675,231354,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
676,231419,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
677,231427,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
678,231440,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
679,231511,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
680,231581,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
681,231609,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
