queuedTaskID,sb_id,processName,failedStep,errorCode,dateCreated,retryCount,dateLastRetry,recordProcessed,dateProcessed,description
682,231748,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
683,231769,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
684,231997,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
685,232025,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
686,232134,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
687,232186,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
688,232300,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
689,232427,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
690,232515,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
691,232708,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
692,232727,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
693,232729,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
694,232781,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
695,232855,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
696,232941,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
697,232972,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
698,233245,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
699,233255,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
700,233275,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
701,233310,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
702,233403,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
703,233404,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
704,233412,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
705,233418,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
706,233450,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
707,233573,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
708,233586,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
709,233686,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
710,233688,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
711,233744,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
712,233822,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
713,233841,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
714,233971,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
715,234218,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
716,234227,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
717,234238,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
718,234258,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
719,234358,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
720,234370,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
721,234486,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
722,234495,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
723,234629,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
724,234669,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
725,234772,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
726,234801,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
727,234822,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
728,234831,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
729,234851,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
730,234974,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
731,235028,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
732,235051,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
733,235077,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
734,235083,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
735,235086,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
736,235097,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
737,235180,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
738,235264,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
739,235427,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
740,235481,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
741,235564,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
742,235585,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
743,235701,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
744,235802,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
745,235880,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
746,236033,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
747,236041,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
748,236143,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
749,236176,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
750,236216,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
751,236258,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
752,236262,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
753,236460,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
754,236522,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
755,236542,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
756,236625,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
757,236641,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
758,236680,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
759,236688,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
760,236699,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
761,236736,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
762,236820,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
763,236881,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
764,236895,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
765,236917,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
766,236993,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
767,237122,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
768,237146,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
769,237181,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
770,237227,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
771,237252,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
772,237292,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
773,237459,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
774,237468,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
775,237469,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
776,237491,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
777,237541,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
778,237585,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
779,237598,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
780,238019,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
781,238050,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
782,238063,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
783,238144,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
784,238157,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
785,238189,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
786,238213,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
787,238216,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
788,238220,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
789,238222,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
790,238276,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
791,238295,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
792,238407,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
793,238417,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
794,238437,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
795,238457,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
796,238479,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
797,238501,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
798,238584,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
799,238631,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
800,238647,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
801,238655,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
802,238713,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
803,238817,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
804,238866,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
805,238972,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
806,239021,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
807,239031,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
808,239165,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
809,239196,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
810,239215,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
811,239241,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
812,239275,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
813,239355,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
814,239418,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
815,239501,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
816,239506,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
817,239558,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
818,239560,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
819,239617,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
820,239627,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
821,239634,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
822,239637,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
823,239645,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
824,239660,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
825,239732,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
826,239815,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
827,239834,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
828,239895,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
829,239971,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
830,239995,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
831,240009,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
832,240081,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
833,240110,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
834,240113,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
835,240126,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
836,240135,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
837,240246,CLEAN-UP,,,32:52.7,0,NULL,no,NULL,NULL
838,240299,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
839,240307,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
840,240322,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
841,240370,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
842,240390,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
843,240439,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
844,240466,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
845,240479,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
846,240486,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
847,240578,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
848,240586,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
849,240654,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
850,240669,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
851,240676,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
852,240681,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
853,240701,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
854,240798,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
855,240815,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
856,240879,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
857,240893,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
858,240947,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
859,240967,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
860,241087,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
861,241302,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
862,241306,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
863,241350,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
864,241357,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
865,241366,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
866,241554,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
867,241611,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
868,241628,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
869,241650,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
870,241711,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
871,241730,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
872,241760,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
873,241795,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
874,241826,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
875,241830,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
876,241850,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
877,241858,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
878,241894,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
879,241931,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
880,241996,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
881,242054,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
882,242145,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
883,242205,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
884,242212,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
885,242245,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
886,242254,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
887,242266,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
888,242276,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
889,242329,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
890,242348,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
891,242354,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
892,242355,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
893,242396,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
894,242412,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
895,242463,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
896,242519,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
897,242562,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
898,242599,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
899,242634,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
900,242637,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
901,242665,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
902,242734,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
903,242838,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
904,242890,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
905,242893,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
906,242899,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
907,242950,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
908,242979,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
909,243041,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
910,243148,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
911,243191,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
912,243206,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
913,243207,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
914,243209,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
915,243257,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
916,243301,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
917,243366,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
918,243407,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
919,243434,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
920,243450,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
921,243474,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
922,243486,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
923,243521,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
924,243530,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
925,243585,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
926,243603,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
927,243721,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
928,243738,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
929,243741,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
930,243780,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
931,243781,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
932,243873,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
933,243923,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
934,244095,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
935,244102,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
936,244142,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
937,244177,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
938,244261,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
939,244281,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
940,244307,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
941,244316,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
942,244380,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
943,244446,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
944,244459,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
945,244462,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
946,244487,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
947,244559,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
948,244560,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
949,244644,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
950,244674,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
951,244695,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
952,244698,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
953,244823,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
954,244842,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
955,244847,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
956,244869,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
957,244870,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
958,244871,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
959,244900,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
960,244929,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
961,245006,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
962,245033,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
963,245065,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
964,245092,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
965,245160,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
966,245191,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
967,245231,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
968,245335,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
969,245387,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
970,245395,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
971,245414,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
972,245438,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
973,245501,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
974,245549,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
975,245562,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
976,245563,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
977,245564,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
978,245566,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
979,245609,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
980,245625,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
981,245639,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
982,245829,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
983,245841,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
984,245842,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
985,245850,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
986,245897,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
987,245945,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
988,245950,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
989,245980,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
990,246114,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
991,246117,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
992,246223,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
993,246281,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
994,246396,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
995,246429,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
996,246471,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
997,246483,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
998,246586,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
999,246626,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
1000,246818,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
1001,246858,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
1002,246983,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
1003,247045,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
1004,247056,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
1005,247104,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
1006,247107,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
1007,247124,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
1008,247137,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
1009,247153,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
1010,247163,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
1011,247164,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
1012,247198,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
1013,247218,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
1014,247235,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
1015,247278,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
1016,247343,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
1017,247370,CLEAN-UP,,,32:52.8,0,NULL,no,NULL,NULL
